order_id,order_date,customer_id,product_id,category,subcategory,quantity,unit_price,discount,sales,cost,profit,region,segment,order_hour,payment_method,rating,cancelled
O102420,2023-02-06 09:57:00,C00442,P0008,Grocery,Staples,1,392.09,15,377.09,284.08,93.01,South,Consumer,9,Wallet,4.0,False
O102421,2022-01-13 09:58:00,C00061,P0095,Toys,Educational,1,240.3,15,225.3,181.3,44.0,South,Consumer,9,Debit Card,2.0,False
O102422,2022-08-27 16:18:00,C00406,P0007,Home & Kitchen,Kitchen Appliances,2,489.51,0,979.02,682.68,296.34,West,Corporate,16,Credit Card,4.0,False
O102423,2023-08-23 14:35:00,C00769,P0086,Home & Kitchen,Decor,1,239.79,0,239.79,169.91,69.88,South,Corporate,14,Debit Card,3.0,False
O102424,2022-04-25 18:44:00,C00002,P0038,Grocery,Beverages,1,64.84,15,49.84,40.5,9.34,North,Consumer,18,Wallet,4.0,False
O102425,2024-06-30 00:25:00,C00625,P0018,Home & Kitchen,Kitchen Appliances,1,337.71,0,337.71,215.74,121.97,West,Consumer,0,UPI,3.0,False
O102426,2024-05-23 06:00:00,C00452,P0077,Sports,Outdoor,1,310.45,0,310.45,242.85,67.6,Central,Consumer,6,Netbanking,3.0,True
O102427,2022-04-11 23:43:00,C00451,P0047,Toys,Action Figures,1,244.72,0,244.72,159.01,85.71,South,Corporate,23,Credit Card,3.0,False
O102428,2023-02-21 06:48:00,C00111,P0076,Home & Kitchen,Kitchen Appliances,1,398.63,5,393.63,258.69,134.94,South,Consumer,6,UPI,5.0,False
O102429,2022-12-07 22:34:00,C00750,P0045,Clothing,Kids,1,122.58,15,107.58,94.15,13.43,West,Consumer,22,UPI,5.0,False
O102430,2022-01-18 10:40:00,C00060,P0009,Clothing,Men,1,243.66,0,243.66,147.13,96.53,North,Corporate,10,Netbanking,2.0,False
O102431,2022-02-19 17:23:00,C00448,P0081,Clothing,Men,2,273.64,15,532.28,360.96,171.32,North,Home Office,17,Netbanking,5.0,False
O102432,2023-06-20 19:23:00,C00263,P0098,Grocery,Staples,1,331.33,0,331.33,263.09,68.24,West,Consumer,19,Debit Card,3.0,False
O102433,2022-01-02 02:06:00,C00792,P0062,Electronics,Mobile,3,477.72,0,1433.16,1135.41,297.75,Central,Consumer,2,Debit Card,3.0,False
O102434,2022-05-03 17:56:00,C00322,P0073,Beauty,Makeup,1,295.7,10,285.7,165.57,120.13,North,Consumer,17,UPI,4.0,False
O102435,2022-03-15 09:16:00,C00533,P0150,Toys,Educational,1,335.64,0,335.64,255.13,80.51,South,Consumer,9,Credit Card,5.0,False
O102436,2023-11-28 02:43:00,C00244,P0010,Electronics,Mobile,1,565.11,0,565.11,364.49,200.62,South,Consumer,2,Debit Card,4.0,False
O102437,2023-03-21 15:19:00,C00630,P0016,Grocery,Staples,2,232.53,10,455.06,356.52,98.54,East,Consumer,15,Credit Card,5.0,False
O102438,2022-07-31 12:33:00,C00765,P0087,Beauty,Hair Care,1,409.85,5,404.85,251.15,153.7,South,Consumer,12,Credit Card,3.0,False
O102439,2023-06-22 01:05:00,C00389,P0121,Sports,Outdoor,1,394.92,5,389.92,260.86,129.06,South,Consumer,1,UPI,4.0,False
O102440,2023-02-23 15:44:00,C00172,P0086,Home & Kitchen,Decor,1,239.79,0,239.79,169.91,69.88,North,Consumer,15,Debit Card,2.0,False
O102441,2024-05-15 03:05:00,C00301,P0026,Home & Kitchen,Kitchen Appliances,1,313.31,5,308.31,183.26,125.05,Central,Home Office,3,Debit Card,4.0,False
O102442,2023-02-18 21:12:00,C00470,P0136,Toys,Action Figures,2,485.99,5,966.98,643.96,323.02,North,Consumer,21,Netbanking,3.0,False
O102443,2023-11-13 17:13:00,C00740,P0032,Sports,Outdoor,1,522.27,0,522.27,365.05,157.22,South,Consumer,17,UPI,5.0,False
O102444,2023-11-02 14:45:00,C00217,P0098,Grocery,Staples,1,331.33,0,331.33,263.09,68.24,West,Home Office,14,Debit Card,5.0,False
O102445,2022-12-01 09:10:00,C00520,P0142,Electronics,Accessories,1,656.86,0,656.86,428.21,228.65,North,Consumer,9,Credit Card,2.0,False
O102446,2023-11-18 17:02:00,C00252,P0038,Grocery,Beverages,1,64.84,10,54.84,40.5,14.34,East,Consumer,17,Netbanking,2.0,False
O102447,2024-09-20 19:55:00,C00458,P0073,Beauty,Makeup,1,295.7,0,295.7,165.57,130.13,North,Consumer,19,Credit Card,3.0,False
O102448,2022-11-19 14:11:00,C00756,P0127,Sports,Outdoor,1,163.03,5,158.03,139.76,18.27,South,Consumer,14,Debit Card,3.0,False
O102449,2023-10-11 02:40:00,C00764,P0018,Home & Kitchen,Kitchen Appliances,1,320.82,15,305.82,215.74,90.08,Central,Consumer,2,Credit Card,5.0,False
O102450,2024-01-30 09:27:00,C00760,P0019,Toys,Puzzles,1,191.04,0,191.04,136.02,55.02,West,Consumer,9,Netbanking,4.0,False
O102451,2022-01-16 17:58:00,C00316,P0078,Electronics,Accessories,2,394.5,0,789.0,654.68,134.32,West,Consumer,17,Netbanking,3.0,False
O102452,2023-04-04 17:55:00,C00294,P0138,Toys,Educational,1,261.35,5,256.35,161.68,94.67,South,Consumer,17,Debit Card,2.0,False
O102453,2022-08-26 03:56:00,C00431,P0115,Toys,Action Figures,1,276.92,0,276.92,187.41,89.51,North,Consumer,3,Credit Card,3.0,False
O102454,2024-03-09 06:00:00,C00750,P0105,Clothing,Women,1,280.65,5,275.65,215.0,60.65,West,Consumer,6,Wallet,5.0,False
O102455,2022-10-17 22:54:00,C00504,P0134,Grocery,Snacks,1,356.83,0,356.83,250.91,105.92,West,Consumer,22,UPI,4.0,False
O102456,2022-04-17 11:47:00,C00283,P0049,Home & Kitchen,Furniture,1,307.11,15,292.11,216.52,75.59,North,Home Office,11,UPI,,False
O102457,2024-05-24 03:43:00,C00171,P0114,Beauty,Hair Care,1,595.59,5,590.59,426.35,164.24,South,Consumer,3,Credit Card,5.0,False
O102458,2023-12-18 12:25:00,C00398,P0058,Electronics,Accessories,2,462.89,0,925.78,677.72,248.06,North,Consumer,12,UPI,3.0,False
O102459,2023-04-26 06:18:00,C00200,P0057,Toys,Puzzles,3,199.29,10,587.87,475.92,111.95,North,Home Office,6,UPI,5.0,False
O102460,2023-07-31 04:43:00,C00605,P0047,Toys,Action Figures,1,244.72,0,244.72,159.01,85.71,East,Home Office,4,Credit Card,4.0,False
O102461,2023-01-09 04:53:00,C00146,P0004,Beauty,Hair Care,1,482.76,0,482.76,269.35,213.41,North,Consumer,4,Credit Card,4.0,True
O102462,2022-02-13 11:44:00,C00278,P0123,Toys,Educational,2,468.34,0,936.68,581.62,355.06,North,Consumer,11,Debit Card,3.0,False
O102463,2022-08-23 02:58:00,C00126,P0030,Grocery,Staples,3,265.0,15,780.0,467.64,312.36,North,Consumer,2,Credit Card,5.0,False
O102464,2022-11-07 13:00:00,C00281,P0053,Home & Kitchen,Decor,1,218.77,0,218.77,127.56,91.21,Central,Consumer,13,Debit Card,4.0,False
O102465,2023-06-20 14:58:00,C00029,P0071,Grocery,Staples,1,343.37,10,333.37,194.74,138.63,South,Consumer,14,Wallet,5.0,False
O102466,2024-10-21 22:13:00,C00439,P0059,Home & Kitchen,Furniture,1,339.75,0,339.75,203.02,136.73,West,Consumer,22,UPI,5.0,False
O102467,2024-08-24 18:05:00,C00073,P0112,Toys,Action Figures,1,296.82,15,281.82,163.38,118.44,Central,Home Office,18,Debit Card,4.0,False
O102468,2023-08-04 21:53:00,C00748,P0132,Beauty,Skin Care,2,308.23,0,616.46,480.44,136.02,North,Consumer,21,Netbanking,5.0,False
O102469,2024-10-10 22:08:00,C00174,P0088,Electronics,Accessories,1,539.45,0,539.45,408.55,130.9,South,Consumer,22,UPI,5.0,False
O102470,2023-11-14 08:54:00,C00757,P0011,Grocery,Snacks,1,207.73,15,192.73,171.3,21.43,West,Consumer,8,Debit Card,5.0,True
O102471,2022-03-12 22:56:00,C00161,P0147,Beauty,Makeup,1,151.57,5,146.57,111.2,35.37,North,Consumer,22,UPI,5.0,False
O102472,2024-02-12 00:20:00,C00317,P0130,Grocery,Staples,1,239.58,10,229.58,178.39,51.19,South,Corporate,0,UPI,5.0,False
O102473,2024-10-11 03:25:00,C00696,P0043,Grocery,Staples,1,286.12,15,271.12,227.32,43.8,East,Consumer,3,UPI,5.0,False
O102474,2024-05-11 20:58:00,C00400,P0054,Home & Kitchen,Kitchen Appliances,3,373.4,15,1105.2,842.25,262.95,West,Home Office,20,UPI,2.0,False
O102475,2022-07-03 01:03:00,C00783,P0129,Home & Kitchen,Furniture,1,311.96,10,301.96,222.74,79.22,North,Consumer,1,Netbanking,4.0,False
O102476,2024-06-27 16:07:00,C00024,P0052,Electronics,Laptop,4,453.79,0,1815.16,1124.72,690.44,West,Home Office,16,Netbanking,4.0,False
O102477,2023-04-18 10:44:00,C00353,P0052,Electronics,Laptop,1,453.79,10,443.79,281.18,162.61,North,Corporate,10,Netbanking,4.0,False
O102478,2022-04-14 19:47:00,C00752,P0145,Grocery,Beverages,1,331.19,0,331.19,213.65,117.54,South,Corporate,19,UPI,4.0,False
O102479,2022-07-01 07:49:00,C00074,P0068,Beauty,Makeup,1,420.42,10,410.42,288.22,122.2,South,Consumer,7,Wallet,5.0,False
O102480,2022-06-18 04:08:00,C00054,P0060,Home & Kitchen,Kitchen Appliances,1,417.07,0,417.07,248.52,168.55,Central,Consumer,4,Netbanking,2.0,False
O102481,2024-07-28 22:16:00,C00228,P0084,Clothing,Men,1,214.03,0,214.03,183.69,30.34,South,Consumer,22,Wallet,5.0,False
O102482,2022-06-30 01:22:00,C00068,P0078,Electronics,Accessories,1,394.5,15,379.5,327.34,52.16,Central,Consumer,1,UPI,5.0,False
O102483,2024-06-05 15:59:00,C00645,P0016,Grocery,Staples,1,232.53,10,222.53,178.26,44.27,South,Consumer,15,Debit Card,,False
O102484,2022-09-13 23:19:00,C00213,P0093,Sports,Fitness,1,215.75,10,205.75,120.92,84.83,South,Consumer,23,Credit Card,,False
O102485,2023-12-31 20:01:00,C00455,P0103,Home & Kitchen,Kitchen Appliances,2,258.87,5,512.74,330.02,182.72,South,Consumer,20,Debit Card,4.0,False
O102486,2024-10-11 15:25:00,C00139,P0096,Grocery,Beverages,1,124.38,10,114.38,95.9,18.48,East,Consumer,15,Netbanking,5.0,False
O102487,2024-06-04 17:33:00,C00484,P0097,Beauty,Makeup,1,335.53,15,320.53,197.51,123.02,North,Home Office,17,UPI,2.0,False
O102488,2022-11-27 14:59:00,C00731,P0051,Home & Kitchen,Furniture,2,338.89,0,677.78,526.2,151.58,Central,Consumer,14,Credit Card,4.0,False
O102489,2022-01-23 18:44:00,C00283,P0088,Electronics,Accessories,1,539.45,5,534.45,408.55,125.9,North,Home Office,18,Credit Card,5.0,False
O102490,2022-12-13 05:35:00,C00594,P0112,Toys,Action Figures,1,296.82,15,281.82,163.38,118.44,North,Home Office,5,Debit Card,4.0,False
O102491,2023-05-11 10:36:00,C00139,P0136,Toys,Action Figures,1,485.99,0,485.99,321.98,164.01,East,Consumer,10,Credit Card,4.0,False
O102492,2024-06-07 10:38:00,C00329,P0015,Toys,Educational,2,93.01,0,186.02,138.26,47.76,South,Home Office,10,Debit Card,5.0,False
O102493,2022-02-20 10:01:00,C00476,P0078,Electronics,Accessories,1,464.12,0,464.12,327.34,136.78,North,Consumer,10,Credit Card,4.0,False
O102494,2024-03-04 10:30:00,C00607,P0070,Grocery,Beverages,1,222.59,10,212.59,131.19,81.4,East,Consumer,10,Credit Card,3.0,False
O102495,2023-12-23 12:22:00,C00473,P0063,Home & Kitchen,Kitchen Appliances,2,167.24,5,329.48,224.58,104.9,North,Consumer,12,Credit Card,5.0,False
O102496,2024-05-27 01:03:00,C00407,P0013,Electronics,Audio,1,502.59,0,502.59,400.67,101.92,North,Consumer,1,UPI,5.0,False
O102497,2023-01-06 16:28:00,C00618,P0052,Electronics,Laptop,1,385.72,5,380.72,281.18,99.54,West,Home Office,16,Credit Card,4.0,False
O102498,2023-04-23 20:01:00,C00659,P0051,Home & Kitchen,Furniture,1,338.89,0,338.89,263.1,75.79,South,Corporate,20,Credit Card,3.0,False
O102499,2022-01-28 02:41:00,C00087,P0083,Toys,Educational,1,477.35,15,462.35,374.59,87.76,South,Consumer,2,Credit Card,5.0,False
O102500,2022-02-17 12:42:00,C00360,P0142,Electronics,Accessories,2,656.86,0,1313.72,856.42,457.3,East,Consumer,12,Credit Card,2.0,False
O102501,2023-03-08 03:40:00,C00209,P0123,Toys,Educational,1,468.34,0,468.34,290.81,177.53,Central,Corporate,3,Netbanking,5.0,False
O102502,2023-02-05 00:08:00,C00157,P0036,Sports,Fitness,1,145.82,5,140.82,101.84,38.98,Central,Consumer,0,UPI,4.0,False
O102503,2024-07-13 11:15:00,C00029,P0109,Electronics,Mobile,2,477.82,15,940.64,742.36,198.28,South,Consumer,11,UPI,,False
O102504,2023-10-31 15:56:00,C00646,P0020,Beauty,Makeup,1,130.52,0,130.52,79.77,50.75,Central,Consumer,15,Credit Card,1.0,False
O102505,2024-01-23 13:43:00,C00800,P0027,Toys,Puzzles,1,161.88,15,146.88,106.37,40.51,Central,Consumer,13,Debit Card,2.0,False
O102506,2024-01-12 20:19:00,C00277,P0032,Sports,Outdoor,2,496.16,0,992.31,730.1,262.21,North,Consumer,20,Credit Card,3.0,False
O102507,2024-05-28 17:34:00,C00032,P0009,Clothing,Men,2,243.66,10,477.32,294.26,183.06,East,Consumer,17,Credit Card,3.0,False
O102508,2023-02-11 09:35:00,C00200,P0080,Clothing,Men,1,61.49,0,61.49,47.34,14.15,North,Home Office,9,UPI,1.0,False
O102509,2024-05-02 15:13:00,C00275,P0095,Toys,Educational,1,227.66,0,227.66,181.3,46.36,East,Corporate,15,Debit Card,5.0,True
O102510,2024-08-01 15:23:00,C00498,P0119,Sports,Indoor,4,437.14,10,1738.56,1326.16,412.4,North,Corporate,15,Wallet,5.0,False
O102511,2024-04-16 19:35:00,C00006,P0058,Electronics,Accessories,1,462.89,15,447.89,338.86,109.03,West,Consumer,19,Credit Card,5.0,False
O102512,2024-05-31 19:44:00,C00012,P0090,Home & Kitchen,Decor,1,343.51,0,343.51,238.82,104.69,South,Consumer,19,Debit Card,3.0,False
O102513,2023-10-16 01:23:00,C00748,P0045,Clothing,Kids,1,122.58,10,112.58,94.15,18.43,North,Consumer,1,Credit Card,4.0,False
O102514,2022-01-17 01:29:00,C00063,P0045,Clothing,Kids,1,122.58,10,112.58,94.15,18.43,South,Consumer,1,UPI,4.0,False
O102515,2024-07-04 07:58:00,C00348,P0043,Grocery,Staples,1,257.51,10,247.51,227.32,20.19,North,Corporate,7,Credit Card,4.0,False
O102516,2022-01-10 07:35:00,C00100,P0040,Beauty,Hair Care,2,323.62,0,647.24,435.04,212.2,South,Consumer,7,Credit Card,,False
O102517,2022-03-20 21:08:00,C00786,P0131,Home & Kitchen,Decor,1,113.92,0,113.92,77.41,36.51,East,Home Office,21,Credit Card,5.0,False
O102518,2023-10-01 06:21:00,C00212,P0033,Beauty,Hair Care,2,298.38,0,596.76,473.1,123.66,East,Consumer,6,Wallet,4.0,False
O102519,2023-04-22 07:48:00,C00505,P0132,Beauty,Skin Care,1,308.23,0,308.23,240.22,68.01,North,Home Office,7,Credit Card,3.0,False
O102520,2022-07-25 03:09:00,C00352,P0115,Toys,Action Figures,1,276.92,10,266.92,187.41,79.51,West,Consumer,3,Credit Card,,False
O102521,2024-01-04 05:56:00,C00798,P0034,Toys,Puzzles,1,155.76,0,155.76,100.14,55.62,North,Home Office,5,Debit Card,3.0,False
O102522,2023-01-11 21:22:00,C00137,P0137,Grocery,Beverages,1,206.01,10,196.01,127.59,68.42,South,Consumer,21,Debit Card,5.0,False
O102523,2023-12-18 11:18:00,C00225,P0027,Toys,Puzzles,1,153.79,0,153.79,106.37,47.42,South,Home Office,11,UPI,4.0,False
O102524,2022-06-15 18:14:00,C00344,P0073,Beauty,Makeup,2,295.7,5,586.4,331.14,255.26,South,Consumer,18,UPI,2.0,False
O102525,2024-01-03 10:48:00,C00182,P0130,Grocery,Staples,1,239.58,15,224.58,178.39,46.19,South,Consumer,10,Credit Card,3.0,False
O102526,2023-01-17 17:54:00,C00009,P0081,Clothing,Men,1,273.64,0,273.64,180.48,93.16,East,Home Office,17,Credit Card,5.0,False
O102527,2022-10-15 02:42:00,C00360,P0078,Electronics,Accessories,1,440.91,0,440.91,327.34,113.57,East,Consumer,2,COD,3.0,False
O102528,2022-12-08 13:16:00,C00108,P0014,Beauty,Skin Care,1,70.41,5,65.41,51.13,14.28,South,Consumer,13,Credit Card,5.0,False
O102529,2024-06-24 12:10:00,C00525,P0127,Sports,Outdoor,1,181.14,0,181.14,139.76,41.38,West,Home Office,12,Debit Card,5.0,False
O102530,2024-06-02 07:01:00,C00796,P0021,Sports,Outdoor,1,475.88,10,465.88,379.46,86.42,South,Consumer,7,Credit Card,5.0,False
O102531,2022-05-02 09:21:00,C00105,P0029,Beauty,Hair Care,2,227.92,15,440.84,261.08,179.76,North,Consumer,9,UPI,4.0,False
O102532,2022-09-14 21:45:00,C00629,P0110,Toys,Action Figures,1,291.07,15,276.07,191.84,84.23,South,Consumer,21,Netbanking,1.0,False
O102533,2023-03-17 08:50:00,C00607,P0096,Grocery,Beverages,2,124.38,10,238.76,191.8,46.96,East,Consumer,8,Wallet,4.0,False
O102534,2024-10-25 11:54:00,C00796,P0052,Electronics,Laptop,2,453.79,15,892.58,562.36,330.22,South,Consumer,11,Credit Card,5.0,False
O102535,2023-05-12 12:19:00,C00258,P0141,Home & Kitchen,Kitchen Appliances,2,327.3,15,639.6,473.6,166.0,North,Consumer,12,Credit Card,5.0,False
O102536,2022-08-08 07:16:00,C00330,P0056,Sports,Outdoor,1,411.75,0,411.75,274.54,137.21,North,Consumer,7,Debit Card,4.0,False
O102537,2022-05-11 03:45:00,C00267,P0058,Electronics,Accessories,1,462.89,0,462.89,338.86,124.03,South,Consumer,3,UPI,4.0,False
O102538,2022-06-24 16:54:00,C00012,P0025,Home & Kitchen,Decor,1,234.67,0,234.67,158.36,76.31,South,Consumer,16,Debit Card,4.0,False
O102539,2022-06-23 01:43:00,C00627,P0106,Clothing,Kids,1,348.49,10,338.49,236.05,102.44,West,Home Office,1,Debit Card,5.0,False
O102540,2023-10-19 00:26:00,C00130,P0052,Electronics,Laptop,1,453.79,0,453.79,281.18,172.61,West,Consumer,0,Wallet,1.0,False
O102541,2024-03-09 10:51:00,C00588,P0134,Grocery,Snacks,1,356.83,0,356.83,250.91,105.92,South,Home Office,10,Netbanking,4.0,False
O102542,2022-10-17 21:39:00,C00537,P0133,Sports,Fitness,1,172.52,15,157.52,129.45,28.07,West,Consumer,21,Debit Card,5.0,False
O102543,2022-11-17 03:37:00,C00696,P0045,Clothing,Kids,1,122.58,10,112.58,94.15,18.43,East,Consumer,3,Netbanking,3.0,False
O102544,2024-08-01 13:49:00,C00741,P0014,Beauty,Skin Care,1,70.41,0,70.41,51.13,19.28,North,Consumer,13,Debit Card,4.0,False
O102545,2024-09-25 00:28:00,C00040,P0010,Electronics,Mobile,1,565.11,10,555.11,364.49,190.62,North,Consumer,0,UPI,3.0,False
O102546,2023-02-07 01:16:00,C00454,P0126,Home & Kitchen,Kitchen Appliances,2,562.85,0,1125.7,791.16,334.54,North,Consumer,1,Netbanking,5.0,False
O102547,2024-02-12 23:51:00,C00276,P0138,Toys,Educational,1,261.35,5,256.35,161.68,94.67,Central,Consumer,23,Debit Card,5.0,False
O102548,2023-09-27 20:22:00,C00516,P0079,Electronics,Laptop,1,511.01,0,511.01,345.68,165.33,South,Corporate,20,Debit Card,4.0,False
O102549,2023-05-02 20:49:00,C00603,P0004,Beauty,Hair Care,1,482.76,10,472.76,269.35,203.41,Central,Corporate,20,UPI,3.0,False
O102550,2024-07-29 21:22:00,C00667,P0126,Home & Kitchen,Kitchen Appliances,1,562.85,10,552.85,395.58,157.27,North,Consumer,21,UPI,5.0,False
O102551,2024-10-31 03:02:00,C00556,P0113,Clothing,Women,2,307.23,10,604.46,348.7,255.76,North,Consumer,3,UPI,4.0,False
O102552,2023-10-05 03:15:00,C00389,P0020,Beauty,Makeup,1,130.52,0,130.52,79.77,50.75,South,Consumer,3,Credit Card,5.0,False
O102553,2022-07-21 07:34:00,C00185,P0111,Sports,Indoor,1,69.75,0,69.75,41.68,28.07,South,Consumer,7,Credit Card,3.0,False
O102554,2022-06-07 21:24:00,C00098,P0118,Toys,Puzzles,3,159.76,15,464.28,371.79,92.49,North,Consumer,21,Debit Card,4.0,True
O102555,2022-06-26 20:44:00,C00495,P0028,Clothing,Men,1,310.57,15,295.57,275.83,19.74,North,Corporate,20,Debit Card,5.0,False
O102556,2023-09-20 20:31:00,C00278,P0089,Electronics,Audio,1,436.43,0,436.43,324.17,112.26,North,Consumer,20,Credit Card,5.0,False
O102557,2022-07-24 01:30:00,C00470,P0052,Electronics,Laptop,1,453.79,5,448.79,281.18,167.61,North,Consumer,1,Credit Card,4.0,False
O102558,2022-02-26 20:42:00,C00464,P0142,Electronics,Accessories,1,558.33,0,558.33,428.21,130.12,East,Home Office,20,Credit Card,5.0,True
O102559,2024-01-31 02:48:00,C00671,P0115,Toys,Action Figures,1,276.92,10,266.92,187.41,79.51,Central,Consumer,2,UPI,4.0,False
O102560,2023-09-15 11:16:00,C00310,P0106,Clothing,Kids,1,348.49,5,343.49,236.05,107.44,South,Consumer,11,Credit Card,5.0,False
O102561,2022-08-24 19:11:00,C00559,P0144,Sports,Indoor,1,322.16,0,322.16,253.38,68.78,East,Consumer,19,Credit Card,4.0,False
O102562,2022-08-27 22:48:00,C00083,P0019,Toys,Puzzles,1,191.04,0,191.04,136.02,55.02,West,Consumer,22,Netbanking,5.0,False
O102563,2022-08-07 04:47:00,C00034,P0052,Electronics,Laptop,1,408.41,5,403.41,281.18,122.23,North,Home Office,4,Wallet,4.0,False
O102564,2022-02-21 11:23:00,C00673,P0096,Grocery,Beverages,1,124.38,0,124.38,95.9,28.48,South,Consumer,11,Credit Card,3.0,False
O102565,2023-08-10 01:10:00,C00001,P0133,Sports,Fitness,1,172.52,15,157.52,129.45,28.07,North,Consumer,1,Wallet,3.0,False
O102566,2024-02-19 02:19:00,C00174,P0102,Sports,Fitness,3,237.04,5,706.13,572.4,133.73,South,Consumer,2,Credit Card,4.0,False
O102567,2022-01-02 09:43:00,C00115,P0013,Electronics,Audio,1,529.04,5,524.04,400.67,123.37,South,Consumer,9,Debit Card,5.0,False
O102568,2022-07-29 11:11:00,C00231,P0026,Home & Kitchen,Kitchen Appliances,1,313.31,0,313.31,183.26,130.05,East,Consumer,11,UPI,,False
O102569,2023-03-01 13:16:00,C00603,P0127,Sports,Outdoor,1,181.14,0,181.14,139.76,41.38,Central,Corporate,13,Debit Card,5.0,False
O102570,2024-03-04 18:32:00,C00581,P0137,Grocery,Beverages,1,185.41,0,185.41,127.59,57.82,East,Consumer,18,Debit Card,4.0,False
O102571,2022-01-07 00:17:00,C00651,P0058,Electronics,Accessories,1,462.89,15,447.89,338.86,109.03,East,Home Office,0,UPI,4.0,False
O102572,2023-04-10 22:53:00,C00249,P0062,Electronics,Mobile,1,477.72,10,467.72,378.47,89.25,Central,Consumer,22,COD,3.0,False
O102573,2022-08-21 21:41:00,C00314,P0109,Electronics,Mobile,1,530.91,0,530.91,371.18,159.73,North,Consumer,21,Debit Card,4.0,False
O102574,2022-03-31 08:03:00,C00137,P0150,Toys,Educational,1,302.08,15,287.08,255.13,31.95,South,Consumer,8,Credit Card,5.0,False
O102575,2022-12-15 04:32:00,C00102,P0063,Home & Kitchen,Kitchen Appliances,1,167.24,0,167.24,112.29,54.95,North,Corporate,4,Debit Card,5.0,False
O102576,2024-07-03 22:37:00,C00002,P0121,Sports,Outdoor,4,394.92,5,1574.68,1043.44,531.24,North,Consumer,22,Credit Card,4.0,False
O102577,2023-06-01 18:30:00,C00776,P0134,Grocery,Snacks,1,356.83,5,351.83,250.91,100.92,South,Consumer,18,UPI,5.0,False
O102578,2022-10-04 03:31:00,C00204,P0106,Clothing,Kids,2,348.49,10,686.98,472.1,214.88,West,Consumer,3,Netbanking,3.0,False
O102579,2023-12-30 16:47:00,C00244,P0128,Toys,Puzzles,1,232.04,10,222.04,149.9,72.14,South,Consumer,16,UPI,,False
O102580,2022-01-20 13:04:00,C00498,P0004,Beauty,Hair Care,2,482.76,15,950.52,538.7,411.82,North,Corporate,13,Netbanking,2.0,False
O102581,2023-05-14 03:26:00,C00792,P0147,Beauty,Makeup,1,151.57,0,151.57,111.2,40.37,Central,Consumer,3,Debit Card,,False
O102582,2023-12-23 14:52:00,C00348,P0068,Beauty,Makeup,1,420.42,5,415.42,288.22,127.2,North,Corporate,14,Credit Card,4.0,False
O102583,2023-03-23 15:58:00,C00339,P0137,Grocery,Beverages,1,206.01,0,206.01,127.59,78.42,East,Consumer,15,Debit Card,2.0,False
O102584,2022-04-20 12:33:00,C00519,P0015,Toys,Educational,1,93.01,0,93.01,69.13,23.88,North,Consumer,12,UPI,4.0,True
O102585,2022-06-07 13:31:00,C00704,P0140,Clothing,Kids,1,152.3,15,137.3,86.83,50.47,South,Consumer,13,UPI,5.0,False
O102586,2023-02-03 13:58:00,C00637,P0123,Toys,Educational,1,468.34,0,468.34,290.81,177.53,South,Consumer,13,Credit Card,4.0,False
O102587,2023-07-03 18:02:00,C00243,P0118,Toys,Puzzles,1,159.76,10,149.76,123.93,25.83,East,Corporate,18,Netbanking,5.0,False
O102588,2024-01-02 23:18:00,C00245,P0042,Beauty,Skin Care,4,320.56,0,1282.24,732.68,549.56,West,Consumer,23,Debit Card,5.0,False
O102589,2023-04-26 21:38:00,C00047,P0070,Grocery,Beverages,1,222.59,0,222.59,131.19,91.4,South,Home Office,21,Credit Card,2.0,False
O102590,2023-03-23 19:40:00,C00602,P0081,Clothing,Men,1,273.64,0,273.64,180.48,93.16,South,Consumer,19,UPI,2.0,False
O102591,2023-07-12 02:53:00,C00199,P0075,Clothing,Men,1,12.21,0,12.21,10.31,1.9,North,Consumer,2,Credit Card,2.0,False
O102592,2023-06-05 15:55:00,C00395,P0144,Sports,Indoor,1,289.94,0,289.94,253.38,36.56,East,Corporate,15,Netbanking,,False
O102593,2024-04-11 01:07:00,C00415,P0036,Sports,Fitness,1,153.5,10,143.5,101.84,41.66,South,Home Office,1,Debit Card,5.0,False
O102594,2023-03-02 23:49:00,C00399,P0076,Home & Kitchen,Kitchen Appliances,1,398.63,0,398.63,258.69,139.94,North,Home Office,23,Credit Card,5.0,False
O102595,2023-05-12 00:57:00,C00578,P0099,Sports,Fitness,1,300.61,10,290.61,178.81,111.8,South,Consumer,0,UPI,5.0,False
O102596,2022-04-05 20:37:00,C00308,P0022,Toys,Action Figures,2,272.91,0,545.82,415.22,130.6,North,Home Office,20,Debit Card,3.0,False
O102597,2022-10-05 20:17:00,C00352,P0015,Toys,Educational,1,93.01,15,78.01,69.13,8.88,West,Consumer,20,UPI,2.0,False
O102598,2024-08-01 15:40:00,C00118,P0015,Toys,Educational,1,93.01,0,93.01,69.13,23.88,South,Corporate,15,Debit Card,4.0,False
O102599,2023-02-27 06:39:00,C00118,P0027,Toys,Puzzles,1,161.88,5,156.88,106.37,50.51,South,Corporate,6,Debit Card,4.0,False
O102600,2024-09-07 21:14:00,C00014,P0081,Clothing,Men,1,259.96,15,244.96,180.48,64.48,South,Corporate,21,Wallet,5.0,False
O102601,2022-12-16 23:54:00,C00161,P0118,Toys,Puzzles,1,159.76,10,149.76,123.93,25.83,North,Consumer,23,Debit Card,3.0,False
O102602,2022-05-06 13:43:00,C00614,P0063,Home & Kitchen,Kitchen Appliances,1,167.24,0,167.24,112.29,54.95,West,Consumer,13,Debit Card,5.0,True
